Province,Year,Month,MonthNum,Cases,Deaths
Preah Sihanouk,2019,Jun,6,248,0
Preah Sihanouk,2019,Jul,7,377,0
Preah Sihanouk,2019,Aug,8,246,0
Preah Sihanouk,2019,Sep,9,109,0
Preah Sihanouk,2019,Oct,10,123,0
Preah Sihanouk,2019,Nov,11,67,0
Preah Sihanouk,2019,Dec,12,47,0
Preah Sihanouk,2020,Jan,1,39,0
Preah Sihanouk,2020,Feb,2,26,0
Preah Sihanouk,2020,Mar,3,23,0
Preah Sihanouk,2020,Apr,4,24,0
Preah Sihanouk,2020,May,5,27,0
Preah Sihanouk,2020,Jun,6,51,1
Preah Sihanouk,2020,Jul,7,57,0
Preah Sihanouk,2020,Aug,8,47,0
Preah Sihanouk,2020,Sep,9,19,0
Preah Sihanouk,2020,Oct,10,13,0
Preah Sihanouk,2020,Nov,11,10,0
Preah Sihanouk,2020,Dec,12,6,0
Preah Sihanouk,2021,Feb,2,1,0
Preah Sihanouk,2021,Mar,3,3,0
Preah Sihanouk,2021,May,5,6,0
Preah Sihanouk,2021,Jun,6,7,0
Preah Sihanouk,2021,Jul,7,3,0
Preah Sihanouk,2021,Aug,8,1,0
Preah Sihanouk,2021,Sep,9,2,0
Preah Sihanouk,2021,Oct,10,1,0
Preah Sihanouk,2021,Nov,11,3,0
Preah Sihanouk,2021,Dec,12,2,0
Preah Sihanouk,2022,Jan,1,3,0
Preah Sihanouk,2022,Feb,2,6,0
Preah Sihanouk,2022,Mar,3,4,1
Preah Sihanouk,2022,Apr,4,7,0
Preah Sihanouk,2022,May,5,7,0
Preah Sihanouk,2022,Jun,6,11,0
Preah Sihanouk,2022,Jul,7,24,0
Preah Sihanouk,2022,Aug,8,20,0
Preah Sihanouk,2022,Sep,9,25,0
Preah Sihanouk,2022,Oct,10,49,0
Preah Sihanouk,2022,Nov,11,52,0
Preah Sihanouk,2022,Dec,12,23,0
Preah Sihanouk,2023,Jan,1,11,0
Preah Sihanouk,2023,Feb,2,12,0
Preah Sihanouk,2023,Mar,3,9,0
Preah Sihanouk,2023,Apr,4,12,0
Preah Sihanouk,2023,May,5,18,0
Preah Sihanouk,2023,Jun,6,29,0
Preah Sihanouk,2023,Jul,7,39,0
Preah Sihanouk,2023,Aug,8,40,1
Preah Sihanouk,2023,Sep,9,41,0
Preah Sihanouk,2023,Oct,10,44,0
Preah Sihanouk,2023,Nov,11,41,1
Preah Sihanouk,2023,Dec,12,59,0
Preah Sihanouk,2024,Jan,1,50,0
Preah Sihanouk,2024,Feb,2,39,0
Preah Sihanouk,2024,Mar,3,62,0
Preah Sihanouk,2024,Apr,4,25,0
Preah Sihanouk,2024,May,5,20,0
Preah Sihanouk,2024,Jun,6,37,0
Preah Sihanouk,2024,Jul,7,46,0
Preah Sihanouk,2024,Aug,8,57,0
Preah Sihanouk,2024,Sep,9,55,0
Preah Sihanouk,2024,Oct,10,33,0
Preah Sihanouk,2025,Jan,1,17,0
Preah Sihanouk,2025,Feb,2,23,0
Preah Sihanouk,2025,Mar,3,40,0
Preah Sihanouk,2025,Apr,4,74,0
Preah Sihanouk,2025,May,5,194,0
Preah Sihanouk,2025,Jun,6,297,0
Preah Sihanouk,2025,Jul,7,357,0
Preah Sihanouk,2025,Aug,8,220,0
Preah Sihanouk,2025,Sep,9,211,0
Preah Sihanouk,2025,Oct,10,178,0
Preah Sihanouk,2025,Nov,11,201,0
Preah Sihanouk,2025,Dec,12,101,0
Preah Sihanouk,2026,Jan,1,88,0
Preah Sihanouk,2026,Feb,2,48,0
Preah Sihanouk,2026,Mar,3,62,0
Preah Sihanouk,2026,Apr,4,114,0
Preah Sihanouk,2026,May,5,238,0
Preah Sihanouk,2026,Jun,6,344,1
Preah Sihanouk,2026,Jul,7,348,2
Preah Vihear,2018,Jan,1,1,0
Preah Vihear,2018,Feb,2,2,0
Preah Vihear,2018,Mar,3,2,0
Preah Vihear,2018,Apr,4,3,0
Preah Vihear,2018,May,5,26,0
Preah Vihear,2018,Jun,6,90,0
Preah Vihear,2018,Jul,7,116,0
Preah Vihear,2018,Aug,8,68,0
Preah Vihear,2018,Sep,9,50,0
Preah Vihear,2018,Oct,10,29,0
Preah Vihear,2018,Nov,11,24,0
Preah Vihear,2018,Dec,12,24,0
Preah Vihear,2019,Jan,1,19,0
Preah Vihear,2019,Feb,2,37,0
Preah Vihear,2019,Mar,3,84,0
Preah Vihear,2019,Apr,4,119,0
Preah Vihear,2019,May,5,248,1
Preah Vihear,2019,Jun,6,698,1
Preah Vihear,2019,Jul,7,741,0
Preah Vihear,2019,Aug,8,185,0
Preah Vihear,2019,Sep,9,51,0
Preah Vihear,2019,Oct,10,26,0
Preah Vihear,2019,Nov,11,14,0
Preah Vihear,2019,Dec,12,5,0
Preah Vihear,2020,Jan,1,13,0
Preah Vihear,2020,Feb,2,11,0
Preah Vihear,2020,Mar,3,5,0
Preah Vihear,2020,Apr,4,10,0
Preah Vihear,2020,May,5,3,0
Preah Vihear,2020,Jun,6,15,0
Preah Vihear,2020,Jul,7,46,0
Preah Vihear,2020,Aug,8,33,0
Preah Vihear,2020,Sep,9,40,0
Preah Vihear,2020,Oct,10,21,0
Preah Vihear,2020,Nov,11,13,0
Preah Vihear,2020,Dec,12,2,0
Preah Vihear,2021,Feb,2,2,0
Preah Vihear,2021,Jun,6,3,0
Preah Vihear,2021,Jul,7,2,0
Preah Vihear,2021,Aug,8,9,0
Preah Vihear,2021,Sep,9,3,0
Preah Vihear,2021,Oct,10,3,0
Preah Vihear,2021,Nov,11,2,0
Preah Vihear,2022,Feb,2,1,0
Preah Vihear,2022,Mar,3,4,0
Preah Vihear,2022,Apr,4,2,0
Preah Vihear,2022,May,5,6,0
Preah Vihear,2022,Jun,6,23,0
Preah Vihear,2022,Jul,7,26,0
Preah Vihear,2022,Aug,8,42,0
Preah Vihear,2022,Sep,9,28,0
Preah Vihear,2022,Oct,10,41,0
Preah Vihear,2022,Nov,11,49,0
Preah Vihear,2022,Dec,12,12,0
Preah Vihear,2023,Jan,1,5,0
Preah Vihear,2023,Feb,2,7,0
Preah Vihear,2023,Mar,3,5,0
Preah Vihear,2023,Apr,4,24,0
Preah Vihear,2023,May,5,93,0
Preah Vihear,2023,Jun,6,393,1
Preah Vihear,2023,Jul,7,685,0
Preah Vihear,2023,Aug,8,341,0
Preah Vihear,2023,Sep,9,128,0
Preah Vihear,2023,Oct,10,49,0
Preah Vihear,2023,Nov,11,44,0
Preah Vihear,2023,Dec,12,30,0
Preah Vihear,2024,Jan,1,34,0
Preah Vihear,2024,Feb,2,33,0
Preah Vihear,2024,Mar,3,25,0
Preah Vihear,2024,Apr,4,13,0
Preah Vihear,2024,May,5,4,0
Preah Vihear,2024,Jun,6,12,0
Preah Vihear,2024,Jul,7,12,0
Preah Vihear,2024,Aug,8,31,0
Preah Vihear,2024,Sep,9,39,0
Preah Vihear,2024,Oct,10,48,0
Preah Vihear,2025,Jan,1,20,0
Preah Vihear,2025,Feb,2,14,0
Preah Vihear,2025,Mar,3,20,0
Preah Vihear,2025,Apr,4,144,1
Preah Vihear,2025,May,5,308,0
Preah Vihear,2025,Jun,6,456,0
Preah Vihear,2025,Jul,7,477,0
Preah Vihear,2025,Aug,8,339,1
Preah Vihear,2025,Sep,9,202,0
Preah Vihear,2025,Oct,10,135,0
Preah Vihear,2025,Nov,11,72,0
Preah Vihear,2025,Dec,12,32,0
Preah Vihear,2026,Jan,1,30,0
Preah Vihear,2026,Feb,2,14,0
Preah Vihear,2026,Mar,3,34,0
Preah Vihear,2026,Apr,4,94,0
Preah Vihear,2026,May,5,170,0
Preah Vihear,2026,Jun,6,484,1
Preah Vihear,2026,Jul,7,706,0
Prey Veng,2018,Jan,1,33,0
Prey Veng,2018,Feb,2,19,0
Prey Veng,2018,Mar,3,18,0
Prey Veng,2018,Apr,4,21,0
Prey Veng,2018,May,5,40,0
Prey Veng,2018,Jun,6,86,0
Prey Veng,2018,Jul,7,145,0
Prey Veng,2018,Aug,8,176,0
Prey Veng,2018,Sep,9,131,2
Prey Veng,2018,Oct,10,90,0
Prey Veng,2018,Nov,11,103,1
Prey Veng,2018,Dec,12,79,0
Prey Veng,2019,Jan,1,67,0
Prey Veng,2019,Feb,2,57,0
Prey Veng,2019,Mar,3,54,0
Prey Veng,2019,Apr,4,74,0
Prey Veng,2019,May,5,228,1
Prey Veng,2019,Jun,6,414,0
Prey Veng,2019,Jul,7,571,3
Prey Veng,2019,Aug,8,341,3
Prey Veng,2019,Sep,9,147,1
Prey Veng,2019,Oct,10,119,0
Prey Veng,2019,Nov,11,80,0
Prey Veng,2019,Dec,12,32,0
Prey Veng,2020,Jan,1,22,0
Prey Veng,2020,Feb,2,25,0
Prey Veng,2020,Mar,3,15,0
Prey Veng,2020,Apr,4,8,0
Prey Veng,2020,May,5,27,1
Prey Veng,2020,Jun,6,25,0
Prey Veng,2020,Jul,7,40,0
Prey Veng,2020,Aug,8,47,0
Prey Veng,2020,Sep,9,38,0
Prey Veng,2020,Oct,10,29,0
Prey Veng,2020,Nov,11,27,0
Prey Veng,2020,Dec,12,11,0
Prey Veng,2021,Jan,1,6,0
Prey Veng,2021,Feb,2,3,0
Prey Veng,2021,Mar,3,6,1
Prey Veng,2021,Apr,4,2,0
Prey Veng,2021,Jun,6,1,0
Prey Veng,2021,Jul,7,2,0
Prey Veng,2021,Sep,9,4,0
Prey Veng,2021,Oct,10,3,0
Prey Veng,2021,Nov,11,7,1
Prey Veng,2021,Dec,12,1,0
Prey Veng,2022,Jan,1,12,0
Prey Veng,2022,Feb,2,4,0
Prey Veng,2022,Mar,3,4,0
Prey Veng,2022,Apr,4,2,0
Prey Veng,2022,May,5,11,0
Prey Veng,2022,Jun,6,35,0
Prey Veng,2022,Jul,7,50,0
Prey Veng,2022,Aug,8,31,0
Prey Veng,2022,Sep,9,33,1
Prey Veng,2022,Oct,10,66,0
Prey Veng,2022,Nov,11,77,0
Prey Veng,2022,Dec,12,54,1
Prey Veng,2023,Jan,1,19,0
Prey Veng,2023,Feb,2,15,0
Prey Veng,2023,Mar,3,9,0
Prey Veng,2023,Apr,4,6,0
Prey Veng,2023,May,5,46,0
Prey Veng,2023,Jun,6,123,0
Prey Veng,2023,Jul,7,109,0
Prey Veng,2023,Aug,8,167,0
Prey Veng,2023,Sep,9,133,2
Prey Veng,2023,Oct,10,118,0
Prey Veng,2023,Nov,11,135,1
Prey Veng,2023,Dec,12,121,1
Prey Veng,2024,Jan,1,113,0
Prey Veng,2024,Feb,2,70,1
Prey Veng,2024,Mar,3,50,0
Prey Veng,2024,Apr,4,34,0
Prey Veng,2024,May,5,26,0
Prey Veng,2024,Jun,6,21,0
Prey Veng,2024,Jul,7,76,0
Prey Veng,2024,Aug,8,63,0
Prey Veng,2024,Sep,9,32,0
Prey Veng,2024,Oct,10,30,0
Prey Veng,2024,Nov,11,1,0
Prey Veng,2025,Jan,1,24,0
Prey Veng,2025,Feb,2,11,0
Prey Veng,2025,Mar,3,13,1
Prey Veng,2025,Apr,4,25,0
Prey Veng,2025,May,5,72,0
Prey Veng,2025,Jun,6,168,1
Prey Veng,2025,Jul,7,246,0
Prey Veng,2025,Aug,8,271,0
Prey Veng,2025,Sep,9,237,0
Prey Veng,2025,Oct,10,306,0
Prey Veng,2025,Nov,11,292,0
Prey Veng,2025,Dec,12,129,0
Prey Veng,2026,Jan,1,160,0
Prey Veng,2026,Feb,2,72,1
Prey Veng,2026,Mar,3,148,0
Prey Veng,2026,Apr,4,123,0
Prey Veng,2026,May,5,274,1
Prey Veng,2026,Jun,6,453,2
Prey Veng,2026,Jul,7,549,0
Pursat,2018,Jan,1,1,0
Pursat,2018,Feb,2,2,0
Pursat,2018,Mar,3,3,0
Pursat,2018,May,5,5,0
Pursat,2018,Jun,6,7,0
Pursat,2018,Jul,7,24,0
Pursat,2018,Aug,8,33,0
Pursat,2018,Sep,9,28,0
Pursat,2018,Oct,10,22,0
Pursat,2018,Nov,11,18,0
Pursat,2018,Dec,12,22,0
Pursat,2019,Jan,1,20,0
Pursat,2019,Feb,2,12,0
Pursat,2019,Mar,3,8,0
Pursat,2019,Apr,4,13,0
Pursat,2019,May,5,38,0
Pursat,2019,Jun,6,69,0
Pursat,2019,Jul,7,83,2
Pursat,2019,Aug,8,62,1
Pursat,2019,Sep,9,23,0
Pursat,2019,Oct,10,116,0
Pursat,2019,Nov,11,76,0
Pursat,2019,Dec,12,27,0
Pursat,2020,Jan,1,7,0
Pursat,2020,Feb,2,5,0
Pursat,2020,Mar,3,5,0
Pursat,2020,Apr,4,1,0
Pursat,2020,May,5,1,0
Pursat,2020,Jun,6,3,0
Pursat,2020,Jul,7,17,0
Pursat,2020,Aug,8,30,0
Pursat,2020,Sep,9,30,0
Pursat,2020,Oct,10,16,0
Pursat,2020,Nov,11,5,0
Pursat,2020,Dec,12,3,0
Pursat,2021,Jan,1,2,0
Pursat,2021,Feb,2,1,0
Pursat,2021,Mar,3,1,0
Pursat,2021,Apr,4,1,0
Pursat,2021,Jun,6,5,0
Pursat,2021,Jul,7,9,0
Pursat,2021,Aug,8,12,0
Pursat,2021,Sep,9,6,0
Pursat,2021,Oct,10,1,0
Pursat,2021,Nov,11,12,0
Pursat,2021,Dec,12,4,0
Pursat,2022,Jan,1,4,0
Pursat,2022,Feb,2,2,0
Pursat,2022,Mar,3,1,0
Pursat,2022,Apr,4,10,0
Pursat,2022,May,5,27,0
Pursat,2022,Jun,6,74,0
Pursat,2022,Jul,7,62,0
Pursat,2022,Aug,8,60,0
Pursat,2022,Sep,9,45,0
Pursat,2022,Oct,10,49,0
Pursat,2022,Nov,11,52,0
Pursat,2022,Dec,12,6,0
Pursat,2023,Jan,1,5,0
Pursat,2023,Feb,2,1,0
Pursat,2023,Mar,3,3,0
Pursat,2023,Apr,4,1,0
Pursat,2023,May,5,3,0
Pursat,2023,Jun,6,21,0
Pursat,2023,Jul,7,69,0
Pursat,2023,Aug,8,107,0
Pursat,2023,Sep,9,113,0
Pursat,2023,Oct,10,140,0
Pursat,2023,Nov,11,131,0
Pursat,2023,Dec,12,61,0
Pursat,2024,Jan,1,28,0
Pursat,2024,Feb,2,13,0
Pursat,2024,Mar,3,1,0
Pursat,2024,Apr,4,5,0
Pursat,2024,May,5,4,0
Pursat,2024,Jun,6,5,0
Pursat,2024,Jul,7,10,0
Pursat,2024,Aug,8,34,0
Pursat,2024,Sep,9,32,0
Pursat,2024,Oct,10,23,0
Pursat,2025,Jan,1,12,0
Pursat,2025,Feb,2,12,0
Pursat,2025,Mar,3,8,0
Pursat,2025,Apr,4,11,0
Pursat,2025,May,5,26,0
Pursat,2025,Jun,6,166,0
Pursat,2025,Jul,7,464,0
Pursat,2025,Aug,8,447,0
Pursat,2025,Sep,9,300,0
Pursat,2025,Oct,10,354,0
Pursat,2025,Nov,11,266,0
Pursat,2025,Dec,12,133,0
Pursat,2026,Jan,1,74,0
Pursat,2026,Feb,2,40,0
Pursat,2026,Mar,3,54,0
Pursat,2026,Apr,4,64,0
Pursat,2026,May,5,83,0
Pursat,2026,Jun,6,306,0
Pursat,2026,Jul,7,532,0
Ratanak Kiri,2018,Jan,1,2,0
Ratanak Kiri,2018,Apr,4,1,0
Ratanak Kiri,2018,May,5,2,0
Ratanak Kiri,2018,Jun,6,4,0
Ratanak Kiri,2018,Jul,7,6,0
Ratanak Kiri,2018,Aug,8,8,0
Ratanak Kiri,2018,Sep,9,4,0
Ratanak Kiri,2018,Oct,10,4,0
Ratanak Kiri,2018,Nov,11,3,0
Ratanak Kiri,2018,Dec,12,1,0
Ratanak Kiri,2019,Jan,1,2,0
Ratanak Kiri,2019,Feb,2,3,0
Ratanak Kiri,2019,Mar,3,5,0
Ratanak Kiri,2019,Apr,4,11,0
Ratanak Kiri,2019,May,5,58,0
Ratanak Kiri,2019,Jun,6,379,0
Ratanak Kiri,2019,Jul,7,665,0
Ratanak Kiri,2019,Aug,8,260,0
Ratanak Kiri,2019,Sep,9,47,0
Ratanak Kiri,2019,Oct,10,17,0
Ratanak Kiri,2019,Nov,11,3,0
Ratanak Kiri,2019,Dec,12,3,0
Ratanak Kiri,2020,Jan,1,5,0
Ratanak Kiri,2020,Feb,2,4,0
Ratanak Kiri,2020,Mar,3,1,0
Ratanak Kiri,2020,Jun,6,1,0
Ratanak Kiri,2020,Jul,7,20,0
Ratanak Kiri,2020,Aug,8,42,0
Ratanak Kiri,2020,Sep,9,7,0
Ratanak Kiri,2020,Oct,10,11,0
Ratanak Kiri,2020,Nov,11,6,0
Ratanak Kiri,2020,Dec,12,3,0
Ratanak Kiri,2021,May,5,2,0
Ratanak Kiri,2021,Aug,8,1,0
Ratanak Kiri,2022,May,5,1,0
Ratanak Kiri,2022,Jun,6,3,0
Ratanak Kiri,2022,Jul,7,10,0
Ratanak Kiri,2022,Aug,8,6,0
Ratanak Kiri,2022,Sep,9,3,0
Ratanak Kiri,2022,Oct,10,3,0
Ratanak Kiri,2022,Nov,11,2,0
Ratanak Kiri,2022,Dec,12,1,0
Ratanak Kiri,2023,Jan,1,2,0
Ratanak Kiri,2023,Mar,3,1,0
Ratanak Kiri,2023,Apr,4,1,0
Ratanak Kiri,2023,Jun,6,10,0
Ratanak Kiri,2023,Jul,7,18,0
Ratanak Kiri,2023,Aug,8,73,0
Ratanak Kiri,2023,Sep,9,33,0
Ratanak Kiri,2023,Oct,10,19,0
Ratanak Kiri,2023,Nov,11,19,0
Ratanak Kiri,2023,Dec,12,8,0
Ratanak Kiri,2024,Jan,1,8,0
Ratanak Kiri,2024,Feb,2,4,0
Ratanak Kiri,2024,Mar,3,4,0
Ratanak Kiri,2024,May,5,6,0
Ratanak Kiri,2024,Jun,6,3,0
Ratanak Kiri,2024,Jul,7,26,0
Ratanak Kiri,2024,Aug,8,24,0
Ratanak Kiri,2024,Sep,9,18,0
Ratanak Kiri,2024,Oct,10,9,0
Ratanak Kiri,2025,Jan,1,3,0
Ratanak Kiri,2025,Mar,3,2,0
Ratanak Kiri,2025,Apr,4,1,0
Ratanak Kiri,2025,May,5,9,0
Ratanak Kiri,2025,Jun,6,35,0
Ratanak Kiri,2025,Jul,7,74,0
Ratanak Kiri,2025,Aug,8,58,0
Ratanak Kiri,2025,Sep,9,38,0
Ratanak Kiri,2025,Oct,10,26,0
Ratanak Kiri,2025,Nov,11,37,0
Ratanak Kiri,2025,Dec,12,48,0
Ratanak Kiri,2026,Jan,1,32,0
Ratanak Kiri,2026,Feb,2,4,0
Ratanak Kiri,2026,Mar,3,5,0
Ratanak Kiri,2026,Apr,4,7,0
Ratanak Kiri,2026,May,5,33,0
Ratanak Kiri,2026,Jun,6,175,0
Ratanak Kiri,2026,Jul,7,562,0
Siem Reap,2018,Jan,1,13,0
Siem Reap,2018,Feb,2,16,0
Siem Reap,2018,Mar,3,26,0
Siem Reap,2018,Apr,4,27,0
Siem Reap,2018,May,5,88,0
Siem Reap,2018,Jun,6,237,0
Siem Reap,2018,Jul,7,429,1
Siem Reap,2018,Aug,8,472,0
Siem Reap,2018,Sep,9,433,0
Siem Reap,2018,Oct,10,329,0
Siem Reap,2018,Nov,11,249,0
Siem Reap,2018,Dec,12,149,0
Siem Reap,2019,Jan,1,174,1
Siem Reap,2019,Feb,2,170,0
Siem Reap,2019,Mar,3,342,0
Siem Reap,2019,Apr,4,405,0
Siem Reap,2019,May,5,725,1
Siem Reap,2019,Jun,6,1668,0
Siem Reap,2019,Jul,7,2818,2
Siem Reap,2019,Aug,8,1726,0
Siem Reap,2019,Sep,9,762,0
Siem Reap,2019,Oct,10,505,2
Siem Reap,2019,Nov,11,227,0
Siem Reap,2019,Dec,12,79,0
Siem Reap,2020,Jan,1,68,0
Siem Reap,2020,Feb,2,30,0
Siem Reap,2020,Mar,3,15,0
Siem Reap,2020,Apr,4,23,0
Siem Reap,2020,May,5,28,0
Siem Reap,2020,Jun,6,46,0
Siem Reap,2020,Jul,7,276,0
Siem Reap,2020,Aug,8,236,0
Siem Reap,2020,Sep,9,121,0
Siem Reap,2020,Oct,10,66,0
Siem Reap,2020,Nov,11,21,0
Siem Reap,2020,Dec,12,6,0
Siem Reap,2021,Jan,1,3,0
Siem Reap,2021,Feb,2,6,0
Siem Reap,2021,Mar,3,1,0
Siem Reap,2021,Apr,4,2,0
Siem Reap,2021,May,5,6,0
Siem Reap,2021,Jun,6,13,0
Siem Reap,2021,Jul,7,7,0
Siem Reap,2021,Aug,8,12,0
Siem Reap,2021,Sep,9,8,0
Siem Reap,2021,Oct,10,4,0
Siem Reap,2021,Nov,11,5,0
Siem Reap,2021,Dec,12,5,0
Siem Reap,2022,Jan,1,6,0
Siem Reap,2022,Feb,2,3,0
Siem Reap,2022,Mar,3,9,0
Siem Reap,2022,Apr,4,34,0
Siem Reap,2022,May,5,55,0
Siem Reap,2022,Jun,6,199,0
Siem Reap,2022,Jul,7,239,0
Siem Reap,2022,Aug,8,266,0
Siem Reap,2022,Sep,9,197,0
Siem Reap,2022,Oct,10,295,0
Siem Reap,2022,Nov,11,212,0
Siem Reap,2022,Dec,12,92,0
Siem Reap,2023,Jan,1,46,0
Siem Reap,2023,Feb,2,29,0
Siem Reap,2023,Mar,3,33,0
Siem Reap,2023,Apr,4,60,0
Siem Reap,2023,May,5,139,0
Siem Reap,2023,Jun,6,556,2
Siem Reap,2023,Jul,7,1109,2
Siem Reap,2023,Aug,8,1314,5
Siem Reap,2023,Sep,9,1050,3
Siem Reap,2023,Oct,10,654,1
Siem Reap,2023,Nov,11,383,1
Siem Reap,2023,Dec,12,257,0
Siem Reap,2024,Jan,1,188,3
Siem Reap,2024,Feb,2,151,1
Siem Reap,2024,Mar,3,104,0
Siem Reap,2024,Apr,4,66,0
Siem Reap,2024,May,5,46,0
Siem Reap,2024,Jun,6,68,0
Siem Reap,2024,Jul,7,170,1
Siem Reap,2024,Aug,8,349,0
Siem Reap,2024,Sep,9,332,0
Siem Reap,2024,Oct,10,204,0
Siem Reap,2024,Nov,11,1,0
Siem Reap,2025,Jan,1,94,0
Siem Reap,2025,Feb,2,41,0
Siem Reap,2025,Mar,3,59,0
Siem Reap,2025,Apr,4,78,0
Siem Reap,2025,May,5,199,0
Siem Reap,2025,Jun,6,672,1
Siem Reap,2025,Jul,7,1313,1
Siem Reap,2025,Aug,8,994,1
Siem Reap,2025,Sep,9,723,1
Siem Reap,2025,Oct,10,620,1
Siem Reap,2025,Nov,11,275,0
Siem Reap,2025,Dec,12,96,1
Siem Reap,2026,Jan,1,71,0
Siem Reap,2026,Feb,2,55,0
Siem Reap,2026,Mar,3,65,0
Siem Reap,2026,Apr,4,43,0
Siem Reap,2026,May,5,97,0
Siem Reap,2026,Jun,6,485,0
Siem Reap,2026,Jul,7,1192,2
Stung Treng,2018,Jan,1,1,0
Stung Treng,2018,Mar,3,2,0
Stung Treng,2018,May,5,1,0
Stung Treng,2018,Jun,6,3,0
Stung Treng,2018,Jul,7,6,0
Stung Treng,2018,Aug,8,4,0
Stung Treng,2018,Sep,9,1,0
Stung Treng,2018,Oct,10,2,0
Stung Treng,2018,Nov,11,2,0
Stung Treng,2018,Dec,12,1,0
Stung Treng,2019,Jan,1,3,0
Stung Treng,2019,Feb,2,3,0
Stung Treng,2019,Mar,3,4,0
Stung Treng,2019,Apr,4,15,0
Stung Treng,2019,May,5,77,0
Stung Treng,2019,Jun,6,150,0
Stung Treng,2019,Jul,7,30,0
Stung Treng,2019,Aug,8,20,0
Stung Treng,2019,Sep,9,24,0
Stung Treng,2019,Oct,10,8,0
Stung Treng,2019,Nov,11,7,0
Stung Treng,2020,Jan,1,6,0
Stung Treng,2020,Feb,2,4,0
Stung Treng,2020,Mar,3,8,0
Stung Treng,2020,Apr,4,5,0
Stung Treng,2020,May,5,5,0
Stung Treng,2020,Jun,6,11,0
Stung Treng,2020,Jul,7,34,0
Stung Treng,2020,Aug,8,27,0
Stung Treng,2020,Sep,9,33,0
Stung Treng,2020,Oct,10,11,0
Stung Treng,2020,Nov,11,13,0
Stung Treng,2020,Dec,12,8,0
Stung Treng,2021,Jan,1,4,0
Stung Treng,2021,Feb,2,1,0
Stung Treng,2021,Mar,3,1,0
Stung Treng,2021,Apr,4,1,0
Stung Treng,2021,Jun,6,4,0
Stung Treng,2021,Aug,8,2,0
Stung Treng,2021,Sep,9,2,0
Stung Treng,2021,Oct,10,4,0
Stung Treng,2021,Nov,11,1,0
Stung Treng,2021,Dec,12,2,0
Stung Treng,2022,Jan,1,3,0
Stung Treng,2022,Mar,3,2,0
Stung Treng,2022,May,5,2,0
Stung Treng,2022,Jul,7,5,0
Stung Treng,2022,Aug,8,5,0
Stung Treng,2022,Sep,9,6,0
Stung Treng,2022,Oct,10,7,0
Stung Treng,2022,Nov,11,7,0
Stung Treng,2023,Jan,1,1,0
Stung Treng,2023,Feb,2,2,0
Stung Treng,2023,Mar,3,1,0
Stung Treng,2023,May,5,6,0
Stung Treng,2023,Jun,6,6,0
Stung Treng,2023,Jul,7,16,0
Stung Treng,2023,Aug,8,18,0
Stung Treng,2023,Sep,9,8,0
Stung Treng,2023,Oct,10,4,0
Stung Treng,2023,Nov,11,6,0
Stung Treng,2023,Dec,12,3,0
Stung Treng,2024,Jan,1,6,1
Stung Treng,2024,Feb,2,2,0
Stung Treng,2024,Mar,3,8,0
Stung Treng,2024,Apr,4,4,0
Stung Treng,2024,May,5,3,0
Stung Treng,2024,Jun,6,5,0
Stung Treng,2024,Jul,7,14,0
Stung Treng,2024,Aug,8,32,1
Stung Treng,2024,Sep,9,38,1
Stung Treng,2024,Oct,10,24,0
Stung Treng,2025,Jan,1,6,0
Stung Treng,2025,Feb,2,2,0
Stung Treng,2025,Apr,4,4,0
Stung Treng,2025,May,5,10,0
Stung Treng,2025,Jun,6,29,0
Stung Treng,2025,Jul,7,134,0
Stung Treng,2025,Aug,8,132,0
Stung Treng,2025,Sep,9,113,0
Stung Treng,2025,Oct,10,86,0
Stung Treng,2025,Nov,11,38,0
Stung Treng,2025,Dec,12,16,0
Stung Treng,2026,Jan,1,13,0
Stung Treng,2026,Feb,2,5,0
Stung Treng,2026,Mar,3,10,0
Stung Treng,2026,Apr,4,7,0
Stung Treng,2026,May,5,26,0
Stung Treng,2026,Jun,6,104,0
Stung Treng,2026,Jul,7,186,0
Svay Rieng,2018,Jan,1,3,0
Svay Rieng,2018,Feb,2,1,0
Svay Rieng,2018,Mar,3,1,0
Svay Rieng,2018,Apr,4,2,0
Svay Rieng,2018,May,5,9,0
Svay Rieng,2018,Jun,6,22,0
Svay Rieng,2018,Jul,7,44,0
Svay Rieng,2018,Aug,8,43,0
Svay Rieng,2018,Sep,9,42,1
Svay Rieng,2018,Oct,10,27,0
Svay Rieng,2018,Nov,11,33,0
Svay Rieng,2018,Dec,12,23,0
Svay Rieng,2019,Jan,1,11,0
Svay Rieng,2019,Feb,2,16,0
Svay Rieng,2019,Mar,3,14,0
Svay Rieng,2019,Apr,4,7,0
Svay Rieng,2019,May,5,42,0
Svay Rieng,2019,Jun,6,126,1
Svay Rieng,2019,Jul,7,304,1
Svay Rieng,2019,Aug,8,209,0
Svay Rieng,2019,Sep,9,102,0
Svay Rieng,2019,Oct,10,57,0
Svay Rieng,2019,Nov,11,28,0
Svay Rieng,2019,Dec,12,22,1
Svay Rieng,2020,Jan,1,20,0
Svay Rieng,2020,Feb,2,6,0
Svay Rieng,2020,Mar,3,4,0
Svay Rieng,2020,Apr,4,3,0
Svay Rieng,2020,May,5,15,0
Svay Rieng,2020,Jun,6,28,0
Svay Rieng,2020,Jul,7,33,0
Svay Rieng,2020,Aug,8,53,0
Svay Rieng,2020,Sep,9,38,0
Svay Rieng,2020,Oct,10,19,0
Svay Rieng,2020,Nov,11,12,0
Svay Rieng,2020,Dec,12,5,0
